z [m],M_0 [-],T/TMAX [-],Nc_L [%],Fn [N],Wf [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot_in [kg/s],core_Pt_in [Pa],core_Tt_in [K],core_Tt_out [K],core_DT_t [K],core_HPT_rho_in [kg/m3],core_HPT_c_in [m/s],core_LPT_rho_out [kg/m3],core_LPT_c_out [m/s],fan_mdot_in [kg/s],fan_N [rpm],fan_DTt [K],fan_d [m],fan_A [m2],fan_M_d [-],fan_B [-],fan_V [-],fan RSS [-]
1999.7928000000002,0.2,1.0,0.0,57357.229,0.898,407.91329,487.25710999999995,0.68185,0.61941,1.01265,26.20857,1639173.4809299998,702.14896,1823.3642,805.9171200000001,2.99257,816.68513,0.48291000000000006,610.60362,173.03363000000002,3355.46539,66.72314,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.95,0.0,54489.2939,0.8399,395.93717999999996,476.84615,0.69182,0.61932,0.98987,25.35184,1567197.9401200002,690.63885,1781.3098300000001,786.15948,2.9287099999999997,807.77231,0.4817,604.71784,170.40438,3271.6286600000003,63.07731999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.9,0.0,51622.687,0.7865,384.2525,467.60197,0.7003699999999999,0.6193,0.9664299999999999,24.503420000000002,1498316.8914299998,680.12764,1742.80579,767.84535,2.86184,799.51594,0.47944,599.32984,167.42842,3191.66148,59.8152,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.85,0.0,48752.2325,0.7365,372.63897000000003,459.12435999999997,0.70801,0.61936,0.9421799999999999,23.65745,1431254.13364,670.11064,1706.34605,750.15121,2.79215,791.59847,0.47648,594.274,164.16621,3108.79941,56.76878000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.8,0.0,45886.0608,0.6893,361.07874,451.25638,0.7149300000000001,0.61932,0.9172799999999999,22.80966,1365853.09028,660.45485,1671.42226,732.8844799999999,2.72023,783.93174,0.47312,589.48203,160.6277,3033.17912,53.89761,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.75,0.0,43018.012,0.6442,349.42928,443.84547000000003,0.72128,0.61932,0.8915200000000001,21.95738,1301413.53884,651.0098,1637.53313,715.8509,2.64553,776.4283,0.46937,584.8720099999999,156.83862,2964.85992,51.15879,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.7,0.0,40150.5061,0.6004,337.58092999999997,436.62754,0.7275,0.61932,0.8648899999999999,21.09453,1237246.71717,641.6168,1603.68644,698.5844900000001,2.5681700000000003,768.85959,0.46556000000000003,580.30418,152.83456999999999,2897.0068300000003,48.449709999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.65,0.0,37282.1067,0.5572,325.40054,429.3342,0.73401,0.61932,0.8373,20.21575,1172685.31085,631.92395,1568.57591,680.46037,2.48864,760.9132400000001,0.46208,575.58416,148.64836,2824.61294,45.68381,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.6,0.0,34415.3298,0.5145,312.84781,421.91625,0.74093,0.61932,0.8086899999999999,19.32338,1107575.20686,621.7572700000001,1531.6009199999999,661.1473599999999,2.4072,752.43609,0.45906,570.62225,144.27051,2744.9464199999998,42.84557,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.55,0.0,31546.4432,0.4727,299.93722,414.58776,0.74788,0.61932,0.77885,18.41713,1042539.0022799999,611.29079,1493.7103,640.98358,2.32333,743.62933,0.4562,565.59213,139.62313999999998,2658.79378,39.986509999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.5,0.0,28678.1452,0.4316,286.56219,407.16327,0.75522,0.61932,0.74766,17.49616,977034.41999,600.20002,1453.6515,619.2267099999999,2.23735,734.20445,0.45378,560.33574,134.71466,2563.82762,37.02111,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.45,0.0,25810.6802,0.3906,272.60172,399.44677,0.76334,0.61932,0.71496,16.55495,910499.65084,588.13441,1410.04701,595.16666,2.14947,723.80637,0.45221999999999996,554.63994,129.5385,2460.95083,33.89581,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.4,0.0,22942.79,0.3503,258.04109,391.68002,0.77183,0.61932,0.68043,15.60635,843980.64894,575.31919,1363.33016,569.25194,2.06071,712.4501799999999,0.45153999999999994,548.46789,123.99125,2351.94123,30.73387,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.35,0.0,20074.7821,0.3107,242.73822,383.75903,0.78089,0.61933,0.64374,14.6394,776898.73359,561.68513,1312.9376300000001,541.2742,1.9697200000000001,699.98575,0.45202,541.6859,118.0202,2239.6578,27.510740000000002,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.2,0.3,0.0,17207.0281,0.272,226.57066,375.7898,0.79035,0.61934,0.60442,13.64925,709269.24777,547.12621,1258.9144900000001,510.88150999999993,1.87543,686.36072,0.4535,534.3843099999999,111.50688000000001,2113.21474,24.200979999999998,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,1.05,0.0,58939.1807,0.9801,425.45824000000005,501.64782,0.6695800000000001,0.62048,1.04693,27.4388,1741628.22868,718.31457,1878.00287,830.88404,3.0871299999999997,828.10951,0.48768999999999996,618.3906400000001,177.50877,3460.73584,71.27679,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,1.0,0.0,56134.947,0.9146,413.31696,489.50972,0.68167,0.6196699999999999,1.02594,26.56942,1664894.57974,705.0615700000001,1830.2881100000002,808.4873200000001,3.0280299999999998,818.1487900000001,0.48844,611.81833,175.34986,3362.64884,67.01666999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.95,0.0,53327.8201,0.8567,401.62692999999996,479.26903,0.69143,0.61933,1.00383,25.71912,1593341.69129,693.7592099999999,1789.04084,789.11144,2.9647,809.42443,0.48721000000000003,606.05845,172.75305,3280.55932,63.43083000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.9,0.0,50522.5213,0.8033,390.11871,470.07669000000004,0.69989,0.61931,0.9808600000000001,24.87464,1524648.00505,683.41425,1751.1662199999998,771.17188,2.89823,801.32331,0.48483999999999994,600.74764,169.86422,3202.9782,60.20219,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.85,0.0,47712.1663,0.7531,378.65501,461.59219,0.7075100000000001,0.61938,0.9570700000000001,24.0316,1457591.0263,673.51797,1715.10265,753.76682,2.82901,793.51473,0.48181,595.72852,166.69943,3121.69054,57.17268000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.8,0.0,44908.3717,0.7055,367.25424,453.70145999999994,0.71445,0.61932,0.9326700000000001,23.18593,1392155.26887,663.965,1680.51499,736.76076,2.75762,785.93979,0.47838,590.96529,163.26124,3046.66397,54.313719999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.75,0.0,42101.4294,0.6601,355.75245,446.24225,0.7208600000000001,0.61932,0.9074,22.333679999999998,1327501.4817,654.58335,1646.91001,719.94711,2.6832,778.51621,0.47456000000000004,586.38187,159.5781,2978.82763,51.57515,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.7,0.0,39294.8344,0.616,344.0619,438.98662,0.72711,0.61932,0.8812700000000001,21.47145,1263140.2712100002,645.24578,1613.3659400000001,702.91143,2.6061900000000002,771.03836,0.47063999999999995,581.84236,155.68028999999999,2912.27709,48.87211,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.65,0.0,36490.9619,0.5725,332.08378,431.69930999999997,0.73358,0.61929,0.85426,20.593429999999998,1198502.22197,635.6836099999999,1578.8221800000001,685.14803,2.52692,763.24757,0.46698999999999996,577.19149,151.59938,2842.23171,46.12863,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.6,0.0,33682.4107,0.5292,319.68132,424.20322000000004,0.74059,0.61932,0.8261700000000001,19.69999,1133034.21568,625.58112,1542.09914,666.0738299999999,2.44577,754.85964,0.46386000000000005,572.24493,147.34658000000002,2764.36596,43.283640000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.55,0.0,30874.2395,0.4869,306.93837,416.77005,0.74768,0.61932,0.79693,18.79148,1067526.64021,615.1675299999999,1504.39294,646.1482,2.36212,746.12925,0.46093,567.2117599999999,142.83738,2680.35425,40.41783,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.5,0.0,28067.392,0.4456,293.79893,409.39476,0.7548699999999999,0.61932,0.76637,17.87218,1002015.01045,604.34545,1465.28438,625.0474,2.2763400000000003,736.9576599999999,0.4582,562.0552799999999,138.04509,2587.98447,37.506820000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.45,0.0,25260.3187,0.4043,280.08542,401.72772000000003,0.7628199999999999,0.61932,0.73434,16.9316,935424.7541799999,592.60401,1422.81673,601.72218,2.1884900000000003,726.8751599999999,0.45625,556.4988900000001,132.99648,2486.73834,34.42734,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.4,0.0,22453.8323,0.3634,265.752,393.85008999999997,0.7714300000000001,0.61932,0.7005899999999999,15.97819,868276.95541,579.8887900000001,1376.5679,576.1628099999999,2.09964,715.69641,0.45533,550.38648,127.62278,2378.65542,31.25582,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.35,0.0,19647.0787,0.3232,250.71096,385.83783999999997,0.78058,0.61933,0.66476,15.00601,800577.32367,566.40345,1326.88266,548.6510099999999,2.00842,703.4594400000001,0.45546000000000003,543.71155,121.83782,2268.10593,28.03192,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.25,0.3,0.0,16840.5328,0.2837,234.83087,377.73114,0.7902100000000001,0.61934,0.62641,14.01136,732278.4013,552.0184,1273.4280199999998,518.7745,1.9142,690.06036,0.45665,536.46426,115.54025,2146.61519,24.72852,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,1.05,0.0,57992.4096,1.0007,431.70718,504.19097,0.66964,0.62133,1.06236,27.88372,1773415.67757,721.64377,1885.5358800000001,833.60248,3.1309099999999996,829.67519,0.4946,619.7219200000001,180.37295,3467.57767,71.56384,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,1.0,0.0,55233.3249,0.9355,419.88164000000006,492.31174000000004,0.6813899999999999,0.62024,1.0420399999999999,27.01908,1697064.3847100001,708.67254,1838.93235,811.71289,3.07203,819.97212,0.49527,613.32442,178.21943000000002,3371.7890700000003,67.39187,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.95,0.0,52471.1042,0.8774,408.47065,482.21660999999995,0.69097,0.61955,1.02061,26.171110000000002,1625558.67921,697.53853,1798.3576600000001,792.64695,3.0089799999999998,811.41091,0.49401999999999996,607.67758,175.63464,3291.03694,63.855309999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.9,0.0,49709.285,0.8238,397.15828999999997,473.07734000000005,0.69933,0.61934,0.99818,25.32775,1556738.3348,687.3301,1760.98765,775.0003,2.94273,803.44048,0.4916,602.4365,172.7953,3215.07292,60.651140000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.85,0.0,46944.88,0.773,385.83283,464.563,0.70696,0.61938,0.9748399999999999,24.48325,1489366.6239200002,677.54215,1725.26647,757.87072,2.8736599999999997,795.7322,0.48845,597.44529,169.72131000000002,3135.86328,57.63847,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.8,0.0,44189.7463,0.725,374.58566,456.64052000000004,0.71391,0.61927,0.95094,23.63713,1423709.36583,668.0968799999999,1691.01311,741.1369599999999,2.80261,788.25321,0.48494,592.7088200000001,166.37501,3061.49276,54.78819,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.75,0.0,41424.9504,0.6789,363.17797,449.08655,0.72041,0.61932,0.92605,22.78024,1358421.2908299998,658.74916,1657.5746900000001,724.50582,2.72803,780.88549,0.48097,588.13015,162.79931000000002,2994.00108,52.03897,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.7,0.0,38663.9083,0.6342,351.62228999999996,441.76782000000003,0.7267,0.61931,0.9003899999999999,21.9134,1293603.3048399999,649.45477,1624.34286,707.70888,2.65101,773.50096,0.47691000000000006,583.62271,159.00373000000002,2928.6073899999997,49.33412,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.65,0.0,35904.13,0.5903,339.79172,434.45182,0.73315,0.61929,0.87385,21.03252,1228467.74477,639.9865900000001,1590.2377,690.2465900000001,2.57151,765.8389400000001,0.47302,579.02102,155.02184,2860.5855100000003,46.599270000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.6,0.0,33141.5372,0.5463,327.54205,426.87415999999996,0.74023,0.61931,0.84629,20.13494,1162436.1532700001,629.94435,1553.77684,671.4106400000001,2.49038,757.5452,0.46973000000000004,574.0948400000001,150.88846,2784.63165,43.7485,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.55,0.0,30379.0467,0.5032,314.94121,419.29958,0.7475,0.61932,0.8176100000000001,19.22136,1096118.85207,619.54524,1516.0751400000001,651.64526,2.4067,748.8532700000001,0.4667,569.02951,146.51958,2702.6579,40.86694,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.5,0.0,27616.4871,0.4612,301.97917,411.85542000000004,0.75473,0.61932,0.78764,18.29616,1030042.1209200001,608.85555,1477.46447,630.97266,2.32072,739.8312599999999,0.46375,563.90933,141.85416999999998,2612.7289,37.96764,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.45,0.0,24854.776,0.4197,288.51266,404.2802,0.76241,0.61932,0.7562399999999999,17.35577,963376.05012,597.4833,1436.26719,608.48781,2.23278,730.09018,0.46132,558.49797,136.91427,2513.80489,34.95874,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.4,0.0,22092.8163,0.3781,274.39701,396.33442,0.77103,0.61932,0.7232,16.395960000000002,895558.19716,584.9522099999999,1390.73353,583.42227,2.14355,719.1505400000001,0.46005,552.47882,131.69671,2406.6230100000002,31.79042,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.35,0.0,19331.5434,0.337,259.5978,388.21164,0.78028,0.61932,0.68819,15.415389999999999,826986.70868,571.58141,1341.6498,556.30955,2.0518400000000003,707.12218,0.4598,545.8992099999999,126.09531000000001,2296.7827199999997,28.556620000000002,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.3,0.3,0.0,16570.0437,0.2966,243.98315,379.94246,0.7901,0.61933,0.65078,14.4116,757699.66,557.32462,1288.67716,526.89472,1.95721,693.92033,0.46068000000000003,538.69845,120.01396000000001,2179.63563,25.24995,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,1.05,0.0,57364.1642,1.0262,439.0696,507.2982,0.6696,0.62261,1.08046,28.42267,1812142.16772,725.6872400000001,1894.82463,836.99883,3.1836,831.60015,0.5028199999999999,621.3426900000001,183.81108,3476.5204700000004,71.9393,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,1.0,0.0,54634.6082,0.9608,427.53368,495.6595,0.68104,0.62121,1.06077,27.55975,1735843.2539400002,712.9585099999999,1849.18738,815.5441099999999,3.1248099999999996,822.12872,0.50345,615.1044,181.6506,3382.6154899999997,67.84411,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.95,0.0,51902.2501,0.9022,416.37389,485.65952999999996,0.6904600000000001,0.62015,1.03999,26.708159999999996,1663912.0959700001,701.9554,1809.2020699999998,796.74437,3.0615099999999997,813.71685,0.5021399999999999,609.56244,179.06877,3303.0426399999997,64.34228,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.9,0.0,49170.4046,0.8479,405.30824,476.58617999999996,0.6987300000000001,0.61951,1.01824,25.863,1594678.06616,691.85176,1772.16306,779.28163,2.9954400000000003,805.84161,0.49975,604.37885,176.23113999999998,3228.1306600000003,61.165659999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.85,0.0,46439.0427,0.7965,394.16704,468.07029000000006,0.70632,0.61932,0.9954700000000001,25.015629999999998,1526956.60585,682.19114,1736.77818,762.41294,2.92666,798.2352,0.49656000000000006,599.42268,173.20741999999998,3150.90542,58.16959,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.8,0.0,43709.5391,0.7476,382.9794,460.04952000000003,0.71332,0.61928,0.9718700000000001,24.16292,1460398.93097,672.79193,1702.72008,745.89588,2.85507,790.82669,0.49283999999999994,594.68915,169.96116,3077.1947800000003,55.30888,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.75,0.0,40975.8862,0.7006,371.67481000000004,452.39716,0.7199,0.61932,0.9474,23.29949,1394343.47981,663.4936700000001,1669.42786,729.4612099999999,2.78029,783.51216,0.48872,590.10698,166.48411000000002,3010.12606,52.55169,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.7,0.0,38244.3642,0.6551,360.22288,444.98793,0.72625,0.61932,0.92214,22.42676,1328669.80951,654.21493,1636.31909,712.83447,2.7029400000000003,776.17801,0.48446000000000006,585.59505,162.78676000000002,2945.77215,49.840309999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.65,0.0,35513.0198,0.6105,348.50756,437.61102999999997,0.7327100000000001,0.61932,0.896,21.535729999999997,1262750.79682,644.8188299999999,1602.7047699999998,695.68479,2.6227099999999997,768.6579,0.48028000000000004,581.05876,158.90081,2879.36655,47.10028,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.6,0.0,32780.5928,0.5657,336.39156,429.95262,0.73983,0.61932,0.86893,20.62986,1195946.27054,634.8455700000001,1566.5877,677.1260599999999,2.54122,760.47915,0.47676,576.1674,154.87521999999998,2805.39839,44.2431,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.55,0.0,30050.2181,0.5216,323.92825,422.24503,0.74724,0.61932,0.8408,19.708560000000002,1128674.2279100001,624.47363,1528.95577,657.5451,2.4573,751.84379,0.47356000000000004,571.08403,150.63714,2725.37658,41.34684,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.5,0.0,27317.1436,0.4787,311.10582,414.66958999999997,0.75459,0.61932,0.81138,18.7733,1061576.09039,613.8387700000001,1490.55508,637.15995,2.3707599999999998,742.90917,0.47041000000000005,565.95821,146.10558,2637.86186,38.440059999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.45,0.0,24585.3138,0.4365,297.82607,407.04881,0.76223,0.61932,0.78056,17.82602,994198.7651799999,602.66015,1450.00203,615.21542,2.2823900000000004,733.35828,0.46763999999999994,560.5951200000001,141.29151000000002,2541.6205,35.45814,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.4,0.0,21853.6156,0.3945,283.95214,399.16729,0.77058,0.61932,0.74817,16.861179999999997,925943.3741100001,590.4962,1405.8060699999999,590.98864,2.19252,722.80303,0.46576000000000006,554.75086,136.19308,2436.0304100000003,32.34401,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.35,0.0,19121.9732,0.3525,269.37473,390.94083,0.77987,0.61931,0.7139300000000001,15.870220000000002,856354.99118,577.25321,1357.33863,564.29012,2.10015,710.9961099999999,0.46508,548.26684,130.76512,2326.03616,29.10042,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.35,0.3,0.0,16390.3911,0.311,254.00672000000003,382.50295,0.78988,0.61933,0.67742,14.853670000000001,785826.06552,563.09596,1304.82621,535.30273,2.00474,697.9782700000001,0.4656,541.1181799999999,124.89648999999999,2212.42483,25.78334,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,1.05,0.0,57038.6363,1.0564,447.46032,510.93355,0.66951,0.62444,1.10104,29.05695,1857901.6818400002,730.40528,1905.7235,841.0055,3.24533,833.8514299999999,0.51241,623.2302900000001,187.83897,3487.25135,72.39009,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,1.0,0.0,54324.1079,0.9905,436.18069,499.47579,0.6806800000000001,0.62271,1.08195,28.19025,1781176.5640200002,717.87464,1860.91609,819.92805,3.18621,824.58639,0.5129600000000001,617.13234,185.66537,3395.04348,68.35602,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.95,0.0,51607.7889,0.9311,425.25799000000006,489.57507999999996,0.68994,0.62126,1.06179,27.332659999999997,1708573.91681,706.98222,1821.45405,801.3557599999999,3.1225400000000003,816.31418,0.51162,611.69059,183.07191,3316.44281,64.88558,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.9,0.0,48891.6412,0.8759,414.42242000000005,480.55544000000003,0.6981,0.62019,1.04069,26.481309999999997,1638579.62925,696.96286,1784.71915,784.0490599999999,3.05625,808.53026,0.5092300000000001,606.56738,180.22054,3242.38227,61.7294,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.85,0.0,46175.2603,0.8235,403.50615,472.05842,0.7056399999999999,0.61949,1.0185799999999998,25.627670000000002,1570028.28152,687.3750200000001,1749.48849,767.30678,2.98735,800.98779,0.50607,601.63852,177.18356,3166.20842,58.74701999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.8,0.0,43459.3557,0.7735,392.42112000000003,463.95139000000006,0.71268,0.61932,0.9954,24.76549,1502403.1019,678.02616,1715.5302800000002,750.95678,2.91526,793.6331,0.5022,596.89984,173.99913999999998,3093.51108,55.88155,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.75,0.0,40743.2582,0.7255,381.20812,456.19617999999997,0.71932,0.61932,0.9713299999999999,23.89272,1435393.9949299998,668.7862299999999,1682.41323,734.7403,2.84005,786.38158,0.49788999999999994,592.3177400000001,170.611,3026.87898,53.1122,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.7,0.0,38027.3222,0.679,369.83813,448.6749,0.7257399999999999,0.61932,0.94644,23.00943,1368635.30632,659.52724,1649.44079,718.30725,2.76209,779.10111,0.49338999999999994,587.80124,167.00758000000002,2963.48406,50.389540000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.65,0.0,35311.5716,0.6333,358.22164,441.20831,0.73223,0.61931,0.92069,22.10557,1301581.9599,650.17275,1616.16199,701.40842,2.68085,771.68786,0.48889,583.3029700000001,163.21401,2898.38587,47.63865,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.6,0.0,32594.5011,0.5876,346.21692,433.47329,0.73935,0.61932,0.8940299999999999,21.18766,1233710.32005,640.26942,1580.46484,683.15165,2.59845,763.64278,0.48503999999999997,578.46205,159.2877,2826.50343,44.776140000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.55,0.0,29879.9014,0.5424,333.86129,425.62566,0.74687,0.61931,0.8663799999999999,20.25525,1165270.1396700002,629.92749,1542.91509,663.76165,2.51403,755.0694599999999,0.48162,573.36428,155.17109,2748.31626,41.86012,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.5,0.0,27162.0546,0.4983,321.14896,417.87743,0.7544,0.61932,0.83747,19.30734,1096862.71089,619.31245,1504.4837400000001,643.55682,2.42689,746.1723099999999,0.47827,568.19439,150.77494,2663.06515,38.933690000000006,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.45,0.0,24445.787,0.4551,308.02774,410.17817,0.76203,0.61932,0.8072,18.34749,1028391.3092,608.27248,1464.51779,622.1108,2.33748,736.7984799999999,0.47512,562.87757,146.08399,2569.4792899999998,35.965070000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.4,0.0,21729.5552,0.4123,294.35222999999996,402.28254,0.7702399999999999,0.61932,0.77541,17.37237,959255.2766399999,596.3863200000001,1421.2922800000001,598.57508,2.24665,726.5318599999999,0.47271,557.14125,141.10908,2466.68147,32.88455,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.35,0.0,19013.6449,0.3695,280.00546,394.05226,0.77935,0.61931,0.74187,16.37223,888817.97688,583.40946,1373.88791,572.55106,2.1535,715.063,0.47141000000000005,550.80746,135.82368,2356.25671,29.668909999999997,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.4,0.3,0.0,16297.3905,0.3268,264.86911000000003,385.46729,0.78946,0.61932,0.70621,15.340720000000001,816891.7194,569.36086,1321.90705,543.98674,2.05706,702.2445700000001,0.47147,543.73514,130.15517,2245.0978,26.33943,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,1.05,0.0,57009.4408,1.0917,456.82330999999994,515.09408,0.6693600000000001,0.62692,1.12396,29.79018,1911018.03924,735.78994,1918.2161899999999,845.6107699999999,3.3163699999999996,836.42519,0.5234,625.38097,192.47966,3499.71105,72.91488000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,1.0,0.0,54296.5068,1.0249,445.77507,503.78629000000006,0.68028,0.6248600000000001,1.10544,28.91605,1833509.89658,723.42926,1874.1300899999999,824.86951,3.2567,827.34406,0.52388,619.40774,190.28503,3409.0308200000004,68.93295,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,0.95,0.0,51581.0717,0.9645,435.06705999999997,493.98444000000006,0.6893699999999999,0.62303,1.08586,28.049490000000002,1759939.0065099997,712.62671,1835.12001,806.48646,3.19246,819.20147,0.52252,614.05991,187.66443,3331.1714699999998,65.48925,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,0.9,0.0,48867.2258,0.908,424.4422,484.98484,0.6974600000000001,0.62149,1.06538,27.18623,1688762.80723,702.66451,1798.6602899999998,789.30597,3.12544,811.5047599999999,0.52007,608.9996,184.78726,3257.8404600000003,62.34273,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,0.85,0.0,46152.088,0.8543,413.73451,476.49554000000006,0.70494,0.62029,1.0439100000000001,26.32269,1619066.3022399999,693.12722,1763.53405,772.65648,3.05613,804.0160900000001,0.51693,604.09588,181.72128999999998,3182.55613,59.36832,1.1948,0.7032,0.0,0.0,0.0,0.0
1999.7928000000002,0.45,0.8,0.0,43437.2023,0.803,402.85929,468.36720999999994,0.71197,0.61955,1.02139,25.45005,1550224.55009,683.8211299999999,1729.5445100000002,756.3636700000001,2.98368,796.68976,0.5130899999999999,599.35392,178.50776000000002,3110.2492,56.50561,1.1948,0.7032,0.0,0.0,0.0,0.0
