z [m],M_0 [-],tau [-],Nc_L [%],F_n [N],W_f [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot [kg/s],core_Pt_i [Pa],core_Tt_i [K],core_Tt_j [K],turb_DTt_des [K],turb_rho_i [kg/m3],turb_c_i [m/s],turb_rho_e [kg/m3],turb_c_e [m/s],fan_mdot [kg/s],fan_N [rpm],fan_DTt [K]
3499.7136,0.4,0.95,0,42592.2045,0.7529,417.00944,471.5179,0.59277,0.62116,1.06067,22.93479,1411957.559,683.30794,1766.71782,781.03919,2.66039,804.6359,0.43759,602.01139,154.23994,3257.35823,62.53843
3499.7136,0.4,0.9,0,40350.2588,0.7084,406.39662,462.87836,0.5997,0.62013,1.03955,22.21684,1353985.136,673.53937,1731.34063,764.21824,2.60329,797.01706,0.43548,597.03187,151.83028,3184.28697,59.49199
3499.7136,0.4,0.85,0,38109.1343,0.6663,395.73006,454.79091,0.60602,0.61947,1.01744,21.49544,1297231.833,664.19037,1697.67134,747.97352,2.54363,789.68033,0.43261,592.30848,149.25511,3108.6825,56.61723
3499.7136,0.4,0.8,0,35867.3908,0.6262,384.89807,447.08688,0.61191,0.61932,0.99425,20.76776,1241292.289,655.09191,1665.27315,732.1331,2.48129,782.55446,0.42911,587.77851,146.55141,3036.89414,53.85585
3499.7136,0.4,0.75,0,33625.7947,0.5876,373.93362,439.68886,0.61748,0.61932,0.9702,20.03396,1185942.123,646.12066,1633.47239,716.39622,2.41679,775.50396,0.42532,583.34841,143.68101,2971.43003,51.18726
3499.7136,0.4,0.7,0,31384.2763,0.5501,362.79482,432.46148,0.62295,0.61932,0.94535,19.29286,1130808.618,637.17514,1601.57395,700.45304,2.35033,768.36302,0.42146,578.91335,140.64125,2909.1939,48.56176
3499.7136,0.4,0.65,0,29142.6323,0.5131,351.3984,425.24748,0.62854,0.61932,0.91963,18.53431,1075338.186,628.08911,1569.20044,684.02916,2.28115,761.03364,0.41767,574.45277,137.45008,2845.3085,45.90804
3499.7136,0.4,0.6,0,26900.5308,0.4762,339.63438,417.79833,0.63463,0.61932,0.89304,17.76029,1019072.054,618.45169,1534.72251,666.33172,2.21035,753.13392,0.41434,569.71457,134.14161,2774.61922,43.14695
3499.7136,0.4,0.55,0,24660.1855,0.4397,327.53897,410.29242,0.64098,0.61931,0.86543,16.97298,962372.3551,608.40156,1498.7613,647.58793,2.13745,744.78728,0.41127,564.80306,130.66268,2697.69576,40.33508
3499.7136,0.4,0.5,0,22417.0747,0.4043,315.10429,402.92594,0.64727,0.61932,0.83656,16.17351,905823.2371,598.11302,1462.18427,628.11159,2.06218,736.19813,0.40816,559.8795,126.93987,2613.75917,37.51498
3499.7136,0.4,0.45,0,20175.3254,0.3696,302.26842,395.61451,0.65362,0.61932,0.80633,15.36537,849272.4564,587.41603,1424.08205,607.37186,1.98517,727.14941,0.40521,554.82353,122.96796,2521.64169,34.65412
3499.7136,0.4,0.4,0,17933.5809,0.3352,288.88084,388.09567,0.66049,0.61932,0.77458,14.54527,792181.9044,575.86397,1382.72233,584.59315,1.90711,717.16839,0.40294,549.33189,118.76126,2420.54222,31.68504
3499.7136,0.4,0.35,0,15692.0819,0.3006,274.81925,380.20515,0.66821,0.61931,0.74109,13.70625,734042.9674,563.28915,1337.03677,559.40669,1.82752,705.94689,0.40174,543.16493,114.3042,2312.24695,28.58559
3499.7136,0.4,0.3,0,13450.348,0.2661,259.9836,371.97733,0.67677,0.61932,0.70549,12.83804,674567.2949,549.66193,1287.10289,531.80894,1.74461,693.48887,0.40161,536.31321,109.52336,2203.13688,25.37575
3499.7136,0.45,1.05,0,47051.459,0.883,448.02404,496.24521,0.57499,0.62676,1.12279,24.9894,1579212.475,711.31011,1861.57887,824.33611,2.82393,824.68409,0.44734,615.71084,162.14965,3437.03393,70.3003
3499.7136,0.45,1,0,44812.4074,0.8288,437.16447,485.25361,0.58447,0.62469,1.10434,24.26016,1515179.329,699.29609,1818.2331,804.00323,2.77401,815.59462,0.4479,609.70817,160.31463,3348.24979,66.44576
3499.7136,0.45,0.95,0,42571.6458,0.7799,426.66314,475.76944,0.5923,0.62288,1.08482,23.5373,1454491.086,688.8144,1780.01039,786.04447,2.72007,807.48668,0.44689,604.35306,158.11591,3271.97048,63.12409
3499.7136,0.45,0.9,0,40330.9207,0.7344,416.24673,467.13873,0.59918,0.6214,1.0643,22.81221,1395634.312,679.11378,1744.72004,769.32374,2.66279,799.92001,0.44481,599.39102,155.68822,3199.68326,60.08987
3499.7136,0.45,0.85,0,38090.7234,0.6912,405.77839,459.04206,0.60548,0.62024,1.04283,22.0826,1337914.939,669.81541,1711.07273,753.15813,2.60285,792.62145,0.44198,594.67232,153.09127,3124.97526,57.22171
3499.7136,0.45,0.8,0,35849.9966,0.65,395.15164,451.32048,0.61135,0.61953,1.02029,21.34531,1280937.176,660.75159,1678.6799,737.37924,2.54009,785.52073,0.4385,590.14686,150.36307,3053.51706,54.46284
3499.7136,0.45,0.75,0,33609.4481,0.6104,384.29457,443.83948,0.61695,0.61932,0.99667,20.59887,1224429.346,651.80146,1647.02736,721.78993,2.47469,778.52651,0.43452,585.73291,147.52931,2988.40231,51.78118
3499.7136,0.45,0.7,0,31369.2091,0.5719,373.21975,436.50511,0.62245,0.61932,0.97214,19.84513,1168158.813,642.86783,1615.33022,706.0368,2.40729,771.46237,0.43038,581.31416,144.55966,2927.02295,49.14029
3499.7136,0.45,0.65,0,29128.6165,0.534,361.89639,429.18956,0.62805,0.61932,0.94676,19.07353,1111550.325,633.81921,1583.21936,689.83323,2.33709,764.22768,0.42628,576.87993,141.44084,2864.27522,46.47131
3499.7136,0.45,0.6,0,26887.5326,0.4961,350.21523,421.63956,0.63416,0.61932,0.92053,18.28734,1054187.738,624.24486,1549.0153,672.40508,2.26542,756.43041,0.42265,572.15869,138.21223,2795.50397,43.70203
3499.7136,0.45,0.55,0,24648.3809,0.4585,338.19995,413.97951,0.64062,0.61931,0.89335,17.48746,996272.5221,614.21606,1513.08155,653.84626,2.1918,748.13395,0.41935,567.21791,134.83084,2720.3315,40.86946
3499.7136,0.45,0.5,0,22406.2321,0.4219,325.84747,406.42109,0.64706,0.61932,0.86495,16.67291,938333.5096,603.91325,1476.44252,634.5335,2.11556,739.5666,0.41605,562.24504,131.21885,2638.45211,38.02201
3499.7136,0.45,0.45,0,20165.5445,0.3862,313.13101,398.97882,0.65348,0.61932,0.83522,15.85179,880603.4708,593.3071,1438.57211,614.14578,2.03767,730.6135,0.41281,557.17009,127.35161,2548.86594,35.16074
3499.7136,0.45,0.4,0,17924.9055,0.351,299.90905,391.41578,0.66026,0.61932,0.80401,15.0185,822471.2667,581.97188,1398.03433,591.96157,1.95834,720.89397,0.41005,551.77064,123.24312,2450.54591,32.21247
3499.7136,0.45,0.35,0,15684.1579,0.3157,286.05143,383.53688,0.66777,0.61932,0.77113,14.16858,763455.8049,569.6604,1353.4768,567.47012,1.87766,710.01343,0.40824,545.76752,118.8901,2343.46299,29.1445
3499.7136,0.45,0.3,0,13443.5255,0.2803,271.43132,375.20984,0.67631,0.61933,0.73631,13.28853,702841.4138,556.1978,1304.14806,540.35858,1.79397,697.77606,0.40766,538.99397,114.26027,2235.48344,25.93697
3499.7136,0.5,1.05,0,47263.7514,0.9159,458.10668,500.76183,0.57483,0.62999,1.14791,25.6904,1629450.305,717.17033,1875.22263,829.37604,2.89257,827.5312,0.45797,618.08816,166.59844,3450.8487,70.87678
3499.7136,0.5,1,0,45014.35,0.8607,447.45349,489.89441,0.5841,0.62758,1.12999,24.95094,1564435.828,705.29418,1832.52946,809.32571,2.84184,818.61781,0.45845,612.21097,164.73486,3363.29705,67.06128
3499.7136,0.5,0.95,0,42763.4844,0.8106,437.13957,480.4587,0.59182,0.62537,1.11103,24.21752,1502647.564,694.88039,1794.60385,791.50418,2.78728,810.6045,0.4574,606.92408,162.5063,3287.69178,63.75534
3499.7136,0.5,0.9,0,40512.7002,0.7638,426.90188,471.82731,0.59866,0.62343,1.09109,23.4821,1442639.201,685.23153,1759.37032,774.85933,2.72955,803.08388,0.45534,601.98042,160.04838,3216.0459,60.72821
3499.7136,0.5,0.85,0,38262.2782,0.7193,416.61204,463.70573,0.60494,0.62176,1.07021,22.74139,1383696.72,675.96999,1725.68068,758.74615,2.66913,795.81255,0.45254,597.25808,157.41842,3142.12061,57.8617
3499.7136,0.5,0.8,0,36011.5063,0.6768,406.17355,455.95013,0.6108,0.62048,1.04831,21.9918,1325428.155,666.9279,1693.20082,742.99327,2.60577,788.72302,0.44907,592.72325,154.65215,3070.93625,55.10082
3499.7136,0.5,0.75,0,33760.8328,0.6359,395.51597,448.43324,0.6164,0.61964,1.02534,21.23142,1267550.648,657.98278,1661.47177,727.41668,2.53957,781.73686,0.44509,588.30656,151.77492,3005.7474,52.4134
3499.7136,0.5,0.7,0,31509.768,0.5962,384.55655,441.02079,0.6219,0.61933,1.00124,20.46172,1209859.231,649.04395,1629.88053,711.77308,2.47096,774.72558,0.44073,583.90503,148.81695,2944.90079,49.75773
3499.7136,0.5,0.65,0,29259.9066,0.5571,373.29026,433.59049,0.62752,0.61931,0.97617,19.67315,1151837.127,640.01912,1598.02796,695.78273,2.39935,767.58539,0.43626,579.499,145.76397,2883.11847,47.07004
3499.7136,0.5,0.6,0,27008.5959,0.5181,361.66962,425.92935,0.63364,0.61932,0.95026,18.87132,1093133.504,630.49875,1564.09665,678.61246,2.32646,759.89127,0.43228,574.7988,142.60827,2816.02412,44.28751
3499.7136,0.5,0.55,0,24759.3701,0.4793,349.71536,418.11743,0.64016,0.61931,0.92346,18.0558,1033793.046,620.49412,1528.24166,660.252,2.25179,751.6585,0.42868,569.84141,139.31561,2742.46979,41.43314
3499.7136,0.5,0.5,0,22507.1677,0.4414,337.42484,410.3617,0.64675,0.61932,0.89547,17.22343,974256.0212,610.17313,1491.53234,641.09409,2.17433,743.11716,0.42512,564.8215,135.80842,2662.48108,38.5554
3499.7136,0.5,0.45,0,20256.2589,0.4045,324.79886,402.76144,0.65325,0.61932,0.86619,16.38516,915044.9682,599.61868,1453.81606,621.01232,2.09516,734.24013,0.42156,559.72026,132.04263,2575.26023,35.68353
3499.7136,0.5,0.4,0,18005.6397,0.3682,311.70707,395.10295,0.66,0.61932,0.83548,15.53576,855585.1185,588.45052,1413.81202,599.31702,2.01445,724.70781,0.41836,554.35653,128.03303,2479.70454,32.74393
3499.7136,0.5,0.35,0,15754.887,0.3321,298.02342,387.19478,0.66736,0.61932,0.80316,14.67103,795391.0183,576.35544,1370.17242,575.45067,1.93237,714.12357,0.41596,548.47231,123.77994,2375.48073,29.70017
3499.7136,0.5,0.3,0,13504.1211,0.2957,283.60671,378.82109,0.67576,0.61932,0.76903,13.77695,733575.0361,563.10492,1321.72652,548.93664,1.84751,702.16923,0.41479,541.82756,119.27723,2268.35436,26.50732
3999.8904,0,1.05,0,53293.819,0.7081,401.43914,472.86221,0.54481,0.6194,1.01136,20.95788,1299662.545,680.47012,1792.55164,799.59981,2.41353,810.08764,0.38237,603.23899,136.08052,3374.82227,67.70733
3999.8904,0,1,0,50755.894,0.6534,387.64857,459.42089,0.55649,0.61933,0.98677,20.20092,1233722.125,665.58036,1738.61791,774.2293,2.36213,798.53453,0.3836,595.597,134.22793,3261.92008,62.97453
3999.8904,0,0.95,0,48219.6035,0.6072,374.9323,448.85425,0.56517,0.61932,0.96162,19.46659,1173846.491,653.37114,1694.87082,753.21198,2.3055,789.00982,0.38257,589.43809,131.85789,3169.55646,59.19899
3999.8904,0,0.9,0,45683.6978,0.5657,362.67213,439.76971,0.5723,0.61928,0.93587,18.74653,1117383.93,642.44558,1655.87308,734.08822,2.24628,780.42048,0.38046,583.99569,129.15654,3081.20926,55.89299
3999.8904,0,0.85,0,43144.5334,0.527,350.52706,431.51532,0.57857,0.6193,0.90934,18.0361,1062968.602,632.18434,1619.04344,715.7659,2.1855,772.22906,0.37783,578.87308,126.21316,2995.10618,52.84777
3999.8904,0,0.8,0,40605.8297,0.4906,338.39746,423.85544,0.58425,0.61932,0.88206,17.33011,1010113.325,622.37557,1583.6227,697.99945,2.12327,764.25607,0.37496,573.94019,123.05259,2918.99907,50.00562
3999.8904,0,0.75,0,38068.3244,0.456,326.1963,416.64676,0.58949,0.61931,0.85395,16.62031,958156.9261,612.84064,1549.31909,680.52167,2.05865,756.43818,0.37185,569.20436,119.68527,2848.27156,47.29304
3999.8904,0,0.7,0,35530.8149,0.4224,313.7682,409.61528,0.59464,0.61931,0.82491,15.89739,906328.3738,603.25734,1515.13816,662.70602,1.99122,748.55055,0.36871,564.57146,116.13847,2775.31245,44.58592
3999.8904,0,0.65,0,32992.0525,0.3894,300.9799,402.51622,0.60006,0.61932,0.7948,15.16392,854285.1065,593.21503,1479.45035,643.75773,1.92216,740.21298,0.36587,559.7888,112.42828,2694.47116,41.7979
3999.8904,0,0.6,0,30454.0263,0.3574,287.88742,395.58791,0.60541,0.61934,0.76353,14.4254,802579.576,582.92879,1443.09811,624.02955,1.8513,731.6287,0.36314,554.99516,108.50499,2607.9463,39.01089
3999.8904,0,0.55,0,27915.7884,0.3255,274.27523,388.35968,0.61141,0.61933,0.73095,13.66917,750122.7455,571.76138,1403.77939,602.24711,1.77877,722.22194,0.36102,549.88,104.40364,2512.4088,36.03911
3999.8904,0,0.5,0,25378.4154,0.2944,260.19351,381.13164,0.61764,0.61932,0.69687,12.90967,697858.7929,559.99962,1362.15657,578.87636,1.7054,712.08739,0.35939,544.47479,100.05719,2410.5511,33.01659
3999.8904,0,0.45,0,22840.556,0.264,245.55025,373.86972,0.62415,0.61932,0.66105,12.15286,646052.1907,547.59883,1317.38266,553.81235,1.63246,701.01864,0.35864,538.51835,95.42917,2303.36481,29.98015
3999.8904,0,0.4,0,20302.7916,0.2342,230.23905,366.5284,0.63104,0.61932,0.62319,11.38291,594021.8192,534.40772,1269.5519,526.86553,1.55754,688.99714,0.3587,532.08299,90.47547,2190.51262,26.88624
3999.8904,0,0.35,0,17764.577,0.2055,214.17776,359.28026,0.63804,0.61935,0.58287,10.59686,541913.0487,520.35523,1219.21876,497.82579,1.47957,676.04824,0.35925,525.39751,85.10972,2063.35679,23.71071
3999.8904,0,0.3,0,15226.701,0.1781,197.23834,352.28334,0.64485,0.61936,0.53959,9.78875,489761.3107,505.60805,1167.11796,467.04339,1.39688,662.36818,0.36016,518.57825,79.22546,1920.17762,20.50045
3999.8904,0.05,1.05,0,51163.7803,0.7077,401.5905,472.62182,0.54523,0.6194,1.01212,20.96637,1299763.988,680.25854,1791.3766,798.97977,2.4153,809.83856,0.38296,603.09979,136.23849,3371.43725,67.57054
3999.8904,0.05,1,0,48727.6607,0.6547,388.24305,459.65131,0.55648,0.61933,0.98828,20.23152,1235849.853,665.88913,1739.33561,774.49911,2.36523,798.69025,0.38408,595.72568,134.42948,3262.73391,63.00496
3999.8904,0.05,0.95,0,46292.0348,0.6096,375.8482,449.33187,0.56496,0.61932,0.96379,19.51547,1177418.24,653.98491,1696.67849,754.01995,2.31005,789.4066,0.38308,589.71786,132.12955,3172.85684,59.31927
3999.8904,0.05,0.9,0,43857.3787,0.5689,363.87483,440.41709,0.57196,0.61928,0.9387,18.81139,1122141.059,643.28949,1658.51383,735.32582,2.25226,781.0053,0.38103,584.38899,129.50734,3086.87657,56.07944
3999.8904,0.05,0.85,0,41420.0237,0.5309,352.00437,432.29913,0.57813,0.6193,0.91284,18.11594,1068786.429,633.22685,1622.41835,717.38436,2.19289,772.9842,0.37847,579.36805,126.64868,3002.07876,53.08727
3999.8904,0.05,0.8,0,38982.7033,0.495,340.13483,424.74175,0.58375,0.61932,0.88622,17.42393,1016863.314,623.58671,1587.62214,699.94965,2.13208,765.16187,0.37567,574.5213,123.5783,2926.71763,50.28584
3999.8904,0.05,0.75,0,36546.8098,0.4608,328.19621,417.62986,0.58893,0.61931,0.85879,16.72933,965862.8946,614.22394,1553.8676,682.8121,2.06913,757.48098,0.37265,569.8465,120.30367,2857.46207,47.62032
3999.8904,0.05,0.7,0,34110.3843,0.4278,316.03901,410.71127,0.59399,0.61932,0.83043,16.01982,914907.6159,604.84621,1520.44544,665.43029,2.00306,749.78232,0.36952,565.31143,116.84959,2786.40666,44.9634
3999.8904,0.05,0.65,0,31673.3263,0.3952,303.53406,403.72605,0.5993,0.61932,0.80105,15.30011,863737.3594,595.03824,1485.56045,646.97231,1.93543,741.64735,0.3667,560.62444,113.23701,2708.28764,42.23152
3999.8904,0.05,0.6,0,29236.1066,0.3635,290.70751,396.86166,0.6046,0.61935,0.7705,14.57359,812714.8532,584.94687,1449.87412,627.68801,1.86592,733.23633,0.36398,555.90195,109.42178,2624.12459,39.48514
3999.8904,0.05,0.55,0,26800.0626,0.3321,277.42846,389.82482,0.61035,0.61933,0.73872,13.83229,761261.6469,574.16586,1411.8808,606.72052,1.79482,724.17368,0.36174,550.94789,105.41821,2531.84777,36.60576
3999.8904,0.05,0.5,0,24364.0234,0.3012,263.6457,382.6799,0.61647,0.61932,0.70546,13.08129,709527.2379,562.68095,1371.3855,583.99338,1.72225,714.3505,0.35999,545.7063,101.19038,2432.40744,33.624
3999.8904,0.05,0.45,0,21927.3779,0.2709,249.30897,375.48789,0.62287,0.61932,0.67049,12.33387,658234.5557,550.54129,1327.67988,559.54544,1.65034,703.57849,0.35908,539.91036,96.69012,2327.56731,30.62356
3999.8904,0.05,0.4,0,19491.1646,0.2413,234.32292,368.21885,0.62964,0.61932,0.63355,11.57449,606740.5312,537.67381,1280.99646,533.32551,1.57667,691.89828,0.35897,533.63204,91.87334,2217.66181,27.5764
3999.8904,0.05,0.35,0,17054.9381,0.2125,218.58983,360.97738,0.63661,0.61933,0.59422,10.79779,554988.1637,523.93348,1231.58976,505.00735,1.50005,679.25827,0.35941,527.03991,86.66248,2095.58041,24.44441
3999.8904,0.05,0.3,0,14618.1869,0.1848,201.97593,353.92457,0.64349,0.61933,0.55197,9.9984,503063.9772,509.41704,1180.11817,474.75565,1.41901,665.80757,0.36021,520.28378,80.94965,1956.43508,21.2503
3999.8904,0.1,1.05,0,49338.9499,0.7102,402.96266,472.8991,0.54559,0.61945,1.01591,21.04059,1304527.296,680.71201,1791.82099,798.97308,2.42355,809.93495,0.38453,603.24408,136.80557,3369.90412,67.50996
3999.8904,0.1,1,0,46989.5529,0.6587,390.02189,460.34803,0.55645,0.61932,0.99278,20.32403,1242279.093,666.82086,1741.51087,775.31703,2.37457,799.16193,0.38554,596.11518,135.03519,3265.15806,63.0946
3999.8904,0.1,0.95,0,44640.7034,0.6144,377.91719,450.23828,0.56474,0.61932,0.96892,19.62273,1184996.996,655.20022,1699.86404,755.35437,2.32056,790.10616,0.38452,590.24438,132.80406,3177.84188,59.48973
3999.8904,0.1,0.9,0,42292.379,0.5743,366.19234,441.45105,0.57164,0.61929,0.94442,18.93102,1130595.88,644.70477,1662.43139,737.05425,2.26388,781.87308,0.38251,585.01219,130.25992,3094.17179,56.30378
3999.8904,0.1,0.85,0,39942.6347,0.5367,354.5696,433.43549,0.57774,0.6193,0.91919,18.24699,1078035.068,634.81572,1626.992,719.4643,2.20565,774.00713,0.37998,580.0808,127.48292,3010.53827,53.35528
3999.8904,0.1,0.8,0,37592.1803,0.5012,342.92875,425.94169,0.58333,0.61932,0.89318,17.56547,1026767.489,625.31187,1592.71808,702.318,2.14596,766.31514,0.37722,575.3047,124.50068,2935.69221,50.58261
3999.8904,0.1,0.75,0,35243.3402,0.4673,331.22183,418.88766,0.58847,0.6193,0.86639,16.88223,976433.3715,616.08305,1559.41734,685.47148,2.08433,758.752,0.37426,570.67927,121.31623,2867.73855,47.95133
3999.8904,0.1,0.7,0,32893.6996,0.4345,319.3057,412.0371,0.59348,0.61931,0.83867,16.18295,926083.2281,606.8729,1526.59221,668.45861,2.01936,751.2069,0.37113,566.21419,117.95255,2798.42184,45.3321
3999.8904,0.1,0.65,0,30543.501,0.4021,307.04439,405.11118,0.59874,0.61932,0.80994,15.4737,875510.5348,597.25647,1492.28198,650.38895,1.95298,743.22331,0.36831,561.58588,114.4375,2722.86375,42.64196
3999.8904,0.1,0.6,0,28193.7795,0.3706,294.46399,398.26978,0.60404,0.61934,0.78011,14.75521,824916.3631,587.31569,1457.16058,631.49792,1.88447,734.96249,0.36559,556.92086,110.72866,2640.87839,39.92347
3999.8904,0.1,0.55,0,25844.0888,0.3396,281.48756,391.41334,0.60953,0.61933,0.74904,14.0262,774279.7511,576.91387,1420.47933,611.3426,1.81447,726.23865,0.36317,552.1238,106.81382,2551.58453,37.13317
3999.8904,0.1,0.5,0,23494.9449,0.3087,267.97045,384.29372,0.61561,0.61932,0.71655,13.28125,722841.8688,565.63768,1380.801,589.13743,1.7426,716.65165,0.36132,546.98601,102.7047,2454.24875,34.18035
3999.8904,0.1,0.45,0,21145.1855,0.2785,253.91367,377.12533,0.62198,0.61932,0.6824,12.53857,671770.0075,553.71464,1338.04691,565.22833,1.67123,706.1483,0.36024,541.33839,98.33065,2351.21522,31.2004
3999.8904,0.1,0.4,0,18795.8573,0.2488,239.22545,369.88186,0.62869,0.61932,0.64632,11.78611,620561.6547,541.10752,1292.31705,539.6124,1.59846,694.75319,0.35995,535.19364,93.64914,2243.43657,28.18353
3999.8904,0.1,0.35,0,16446.6168,0.2198,223.79402,362.60414,0.63569,0.61933,0.60793,11.01518,568940.0714,527.62959,1243.68445,511.93324,1.5228,682.38248,0.36027,528.67135,88.5921,2126.03653,25.08429
3999.8904,0.1,0.3,0,14096.4798,0.1918,207.48584,355.45435,0.64269,0.61935,0.56669,10.2209,516961.347,513.28297,1192.72605,482.15535,1.4428,669.12753,0.36096,521.95729,83.05273,1991.77661,21.90101
3999.8904,0.15,1.05,0,47807.5296,0.716,405.56929,473.73232,0.54586,0.6196,1.02273,21.18306,1314171.656,681.87458,1794.0537,799.65883,2.43843,810.41252,0.38707,603.69529,137.78921,3370.5424,67.53552
3999.8904,0.15,1,0,45532.4565,0.6656,393.02039,461.54828,0.55636,0.61932,1.00034,20.48136,1253238.876,668.40619,1745.24629,776.72527,2.39039,799.97104,0.38799,596.78182,136.05005,3269.30669,63.25552
3999.8904,0.15,0.95,0,43255.9529,0.6218,381.16855,451.60631,0.56449,0.61932,0.97704,19.79116,1196797.584,657.04332,1704.5131,757.24944,2.33728,791.12651,0.38694,591.03155,133.88579,3184.57396,59.72029
3999.8904,0.15,0.9,0,40980.1455,0.582,369.65985,442.90826,0.57131,0.61931,0.9531,19.10839,1142987.975,646.72251,1667.72355,739.31467,2.28143,783.04462,0.38493,585.88089,131.41851,3103.26097,56.57787
3999.8904,0.15,0.85,0,38703.918,0.5447,358.25387,434.96018,0.57736,0.6193,0.92844,18.43232,1090948.418,636.98174,1632.86273,722.04807,2.22404,775.31851,0.3824,581.02665,128.72056,3020.66122,53.66282
3999.8904,0.15,0.8,0,36426.3778,0.5093,346.81494,427.50204,0.58293,0.61932,0.90301,17.75792,1040082.819,627.59348,1599.05799,705.16991,2.16517,767.7478,0.37963,576.31334,125.82302,2946.25513,50.91092
3999.8904,0.15,0.75,0,34149.5782,0.4755,335.29779,420.4582,0.58808,0.61932,0.87677,17.08185,990111.6023,618.45508,1566.09681,688.55639,2.10452,760.27907,0.37669,571.72321,122.72788,2879.18562,48.2974
3999.8904,0.15,0.7,0,31873.6274,0.4428,323.59829,413.63496,0.59307,0.6193,0.84966,16.3901,940111.4556,609.37753,1533.70424,671.84567,2.04044,752.85203,0.37354,567.30002,119.45296,2811.52864,45.70536
3999.8904,0.15,0.65,0,29596.2281,0.4105,311.55523,406.74166,0.5983,0.61932,0.82155,15.68702,889866.9438,599.918,1499.98174,654.16676,1.97481,745.02577,0.37067,562.73586,116.0309,2738.38289,43.04609
3999.8904,0.15,0.6,0,27319.8938,0.3789,299.18712,399.87255,0.60365,0.61933,0.79238,14.97387,839449.7666,590.08768,1465.18537,635.56403,1.90716,736.86009,0.36797,558.08815,112.42829,2658.45116,40.34243
3999.8904,0.15,0.55,0,25042.9392,0.3481,286.4732,393.11977,0.60898,0.61932,0.76197,14.25282,789283.2135,579.97992,1429.50007,616.06512,1.83795,728.3977,0.36538,553.39998,108.60437,2571.87311,37.61768
3999.8904,0.15,0.5,0,22765.8035,0.3172,273.20717,386.04336,0.61498,0.61933,0.73019,13.51372,738117.748,568.94458,1390.66798,594.43383,1.7668,719.05389,0.3634,548.35669,104.60234,2476.56604,34.70498
3999.8904,0.15,0.45,0,20489.5269,0.2868,259.40827,378.85967,0.62136,0.61932,0.69682,12.77149,686985.9686,557.20092,1348.76785,571.00556,1.69549,708.79813,0.36212,542.84541,100.35353,2374.98278,31.7347
3999.8904,0.15,0.4,0,18212.9263,0.2569,244.99019,371.59427,0.62807,0.61932,0.66158,12.02237,635808.9056,544.79179,1303.794,545.87312,1.62332,697.63276,0.36163,536.80986,95.80667,2268.40579,28.73082
3999.8904,0.15,0.35,0,15936.5678,0.2276,229.83953,364.24365,0.63515,0.61932,0.6241,11.25384,584094.9812,531.52896,1255.79792,518.75352,1.54828,685.49399,0.36184,530.33873,90.90278,2155.24812,25.6536
3999.8904,0.15,0.3,0,13659.4775,0.1993,213.83187,356.97436,0.64231,0.61935,0.58385,10.46264,531964.7277,517.36144,1205.24524,489.43818,1.46925,672.40978,0.36243,523.63381,85.53589,2026.15242,22.48408
3999.8904,0.2,1.05,0,46555.3893,0.725,409.39329,475.10902,0.54605,0.61987,1.03255,21.39396,1328715.618,683.72666,1797.99344,800.99876,2.46001,811.25336,0.3906,604.4416,139.19462,3373.26394,67.6498
3999.8904,0.2,1,0,44339.2866,0.6752,397.20109,463.2406,0.55624,0.61938,1.01087,20.70368,1268740.555,670.62668,1750.48169,778.6914,2.41272,801.10329,0.39147,597.71733,137.47604,3275.00893,63.48288
3999.8904,0.2,0.95,0,42122.2602,0.6319,385.58997,453.44082,0.56421,0.61932,0.98814,20.02161,1212872.558,659.49851,1710.56022,759.66032,2.3603,792.45171,0.39037,592.0737,135.36937,3192.70744,60.00985
3999.8904,0.2,0.9,0,39906.5436,0.5922,374.27563,444.80611,0.57097,0.6193,0.96472,19.34461,1159418.235,649.34112,1674.36963,742.08385,2.30504,784.51422,0.38832,586.99583,132.97591,3113.84116,56.90598
3999.8904,0.2,0.85,0,37688.4891,0.5549,363.03806,436.88414,0.57699,0.61932,0.94055,18.67306,1107599.731,639.71898,1639.9967,725.10801,2.24817,776.9093,0.38575,582.20347,130.35569,3032.20899,54.00922
3999.8904,0.2,0.8,0,35471.7078,0.5195,351.78575,429.44315,0.58254,0.61932,0.91565,18.00273,1056916.24,630.43514,1606.63394,708.49115,2.18984,769.45626,0.38295,577.54866,127.53837,2958.31789,51.27502
3999.8904,0.2,0.75,0,33254.6396,0.4856,340.44029,422.38509,0.58772,0.61932,0.88995,17.33023,1007043.763,621.37519,1573.9999,692.09871,2.12976,762.0818,0.37997,572.99594,124.52921,2891.87206,48.6692
3999.8904,0.2,0.7,0,31037.8786,0.4528,328.91153,415.54118,0.59273,0.61931,0.86337,16.64301,957146.4646,612.37821,1541.87016,675.61913,2.06641,754.73636,0.3768,568.58674,121.34369,2825.65098,46.08983
3999.8904,0.2,0.65,0,28820.5283,0.4204,317.06625,408.65097,0.59795,0.61932,0.83585,15.94315,906998.4017,603.05152,1508.62709,658.2857,2.00129,747.04525,0.37386,564.06914,118.01053,2754.8106,43.45441
3999.8904,0.2,0.6,0,26604.3786,0.3885,304.88363,401.72081,0.60339,0.61932,0.80729,15.2322,856519.8194,593.30001,1474.05405,639.92478,1.93424,738.95285,0.37113,559.42358,114.51241,2676.84866,40.7554
